customer_id,signup_date,city,acquisition_channel,state,zone,tier,first_purchase_date
C108837,2024-08-22,Coimbatore,Paid Social,Tamil Nadu,South,2,2023-10-13
C108838,2024-02-20,Indore,Organic Search,Madhya Pradesh,Central,2,2023-09-27
C108839,2023-05-30,Chennai,Organic Search,Tamil Nadu,South,1,2023-05-28
C108840,2025-03-07,Guwahati,Paid Social,Assam,East,3,2023-12-09
C108841,2024-12-24,Guwahati,Paid Social,Assam,East,3,2024-10-26
C108842,2024-03-28,Mumbai,Organic Search,Maharashtra,West,1,2023-07-26
C108843,2024-07-20,Surat,Paid Social,Gujarat,West,2,2025-03-03
C108844,2024-08-25,Jodhpur,Organic Search,Rajasthan,North,3,2023-09-17
C108845,2025-03-11,Madurai,Influencer,Tamil Nadu,South,3,2024-06-20
C108846,2024-08-05,Noida,Influencer,Uttar Pradesh,North,1,
C108847,2024-11-09,Jaipur,Organic Search,Rajasthan,North,2,2023-05-06
C108848,2024-12-22,Kochi,Paid Social,Kerala,South,2,2023-04-29
C108849,2023-08-08,Patna,Paid Social,Bihar,East,2,2023-12-26
C108850,2024-08-19,Delhi,Organic Search,Delhi,North,1,2023-05-11
C108851,2025-02-25,Noida,Paid Social,Uttar Pradesh,North,1,2023-12-19
C108852,2025-01-02,Kolkata,Paid Social,West Bengal,East,1,2023-08-01
C108853,2025-02-21,Vijayawada,Paid Social,Andhra Pradesh,South,3,2023-04-19
C108854,2023-10-11,Dehradun,Organic Search,Uttarakhand,North,3,2023-04-15
C108855,2024-12-09,Ranchi,Paid Social,Jharkhand,East,3,2023-05-01
C108856,2024-01-22,Madurai,Paid Social,Tamil Nadu,South,3,2023-11-16
C108857,2025-01-29,Ahmedabad,Offline-to-Online,Gujarat,West,1,2024-01-04
C108858,2024-12-12,Ranchi,Influencer,Jharkhand,East,3,2023-06-05
C108859,2024-04-04,Chandigarh,Paid Social,Punjab,North,2,2023-12-05
C108860,2024-08-18,Agra,Organic Search,Uttar Pradesh,North,3,2024-07-30
C108861,2024-06-09,Guwahati,Organic Search,Assam,East,3,2024-04-22
C108862,2025-03-03,Lucknow,Influencer,Uttar Pradesh,North,2,
C108863,2024-08-02,Mumbai,Paid Social,Maharashtra,West,1,2023-04-09
C108864,2023-07-13,Coimbatore,Influencer,Tamil Nadu,South,2,2024-10-02
C108865,2024-07-22,Lucknow,Paid Social,Uttar Pradesh,North,2,
C108866,2023-04-29,Chandigarh,Organic Search,Punjab,North,2,2023-07-08
C108867,2023-09-15,Jodhpur,Paid Social,Rajasthan,North,3,2023-06-08
C108868,2024-06-23,Vijayawada,Influencer,Andhra Pradesh,South,3,2023-12-30
C108869,2024-06-04,Nashik,Organic Search,Maharashtra,West,3,2023-04-06
C108870,2023-07-02,Agra,Organic Search,Uttar Pradesh,North,3,2023-09-05
C108871,2024-03-10,Patna,Paid Social,Bihar,East,2,2023-05-01
C108872,2024-01-28,Jodhpur,Paid Social,Rajasthan,North,3,2024-04-02
C108873,2024-01-28,Chennai,Influencer,Tamil Nadu,South,1,
C108874,2024-05-22,Dehradun,Referral,Uttarakhand,North,3,2024-07-29
C108875,2023-05-20,Jodhpur,Referral,Rajasthan,North,3,2023-07-20
C108876,2023-05-17,Lucknow,Organic Search,Uttar Pradesh,North,2,
C108877,2023-12-16,Surat,Referral,Gujarat,West,2,2023-11-13
C108878,2024-11-05,Lucknow,Organic Search,Uttar Pradesh,North,2,2023-08-07
C108879,2025-03-01,Bhubaneswar,Paid Social,Odisha,East,2,2023-06-03
C108880,2024-11-27,Noida,Organic Search,Uttar Pradesh,North,1,2023-04-08
C108881,2023-07-12,Bengaluru,Organic Search,Karnataka,South,1,2024-07-10
C108882,2025-01-03,Raipur,Paid Social,Chhattisgarh,Central,3,2023-04-02
C108883,2024-12-31,Delhi,Organic Search,Delhi,North,1,
C108884,2025-01-13,Guwahati,Paid Social,Assam,East,3,2023-08-13
C108885,2024-11-12,Bhopal,Organic Search,Madhya Pradesh,Central,2,2024-05-05
C108886,2024-01-07,Jodhpur,Organic Search,Rajasthan,North,3,
C108887,2024-06-26,Coimbatore,Paid Social,Tamil Nadu,South,2,2023-05-31
C108888,2024-05-20,Kochi,Paid Social,Kerala,South,2,2023-04-25
C108889,2023-05-20,Bengaluru,Paid Social,Karnataka,South,1,2024-03-03
C108890,2024-07-25,Kolkata,Organic Search,West Bengal,East,1,2023-04-27
C108891,2024-01-10,Patna,Influencer,Bihar,East,2,2023-05-21
C108892,2025-03-08,Jodhpur,Paid Social,Rajasthan,North,3,2024-08-31
C108893,2024-10-08,Nagpur,Referral,Maharashtra,West,2,2024-01-18
C108894,2024-12-26,Bhopal,Influencer,Madhya Pradesh,Central,2,2023-06-17
C108895,2023-05-17,Jodhpur,Referral,Rajasthan,North,3,2024-02-22
C108896,2024-11-03,Dehradun,Organic Search,Uttarakhand,North,3,2024-03-18
C108897,2024-12-22,Coimbatore,Referral,Tamil Nadu,South,2,2023-04-13
C108898,2024-06-04,Hyderabad,Organic Search,Telangana,South,1,2023-05-16
C108899,2023-12-31,Jaipur,Paid Social,Rajasthan,North,2,2023-05-01
C108900,2024-06-20,Nashik,Organic Search,Maharashtra,West,3,2025-01-03
C108901,2024-07-31,Bhopal,Paid Social,Madhya Pradesh,Central,2,2023-05-23
C108902,2024-05-16,Lucknow,Offline-to-Online,Uttar Pradesh,North,2,
C108903,2024-02-22,Jaipur,Organic Search,Rajasthan,North,2,2023-06-05
C108904,2024-10-10,Bengaluru,Organic Search,Karnataka,South,1,2023-05-08
C108905,2025-02-06,Kochi,Organic Search,Kerala,South,2,2024-08-03
C108906,2024-01-13,Kolkata,Organic Search,West Bengal,East,1,2023-07-03
C108907,2025-02-02,Indore,Referral,Madhya Pradesh,Central,2,2023-10-04
C108908,2023-06-15,Coimbatore,Organic Search,Tamil Nadu,South,2,2023-12-09
C108909,2024-10-21,Nagpur,Paid Social,Maharashtra,West,2,2024-12-02
C108910,2024-03-13,Kochi,Organic Search,Kerala,South,2,2024-02-25
C108911,2024-07-15,Jodhpur,Paid Social,Rajasthan,North,3,2024-04-11
C108912,2024-03-21,Kochi,Organic Search,Kerala,South,2,2025-03-10
C108913,2023-07-16,Vadodara,Organic Search,Gujarat,West,3,2023-04-26
C108914,2023-10-14,Chandigarh,Influencer,Punjab,North,2,2024-03-04
C108915,2025-03-25,Vadodara,Paid Social,Gujarat,West,3,2023-09-29
C108916,2024-05-04,Hyderabad,Organic Search,Telangana,South,1,
C108917,2025-03-07,Kolkata,Paid Social,West Bengal,East,1,2024-02-11
C108918,2024-07-12,Vijayawada,Referral,Andhra Pradesh,South,3,2024-04-30
C108919,2025-02-10,Madurai,Influencer,Tamil Nadu,South,3,2023-06-11
C108920,2024-05-23,Jaipur,Paid Social,Rajasthan,North,2,2023-07-17
C108921,2025-03-27,Vadodara,Paid Social,Gujarat,West,3,2024-11-01
C108922,2024-06-14,Madurai,Paid Social,Tamil Nadu,South,3,2023-07-23
C108923,2024-01-05,Dehradun,Paid Social,Uttarakhand,North,3,2023-04-29
C108924,2023-10-24,Bengaluru,Organic Search,Karnataka,South,1,2024-11-26
C108925,2023-07-06,Jaipur,Paid Social,Rajasthan,North,2,2023-05-29
C108926,2023-08-18,Noida,Influencer,Uttar Pradesh,North,1,
C108927,2024-10-17,Gurgaon,Referral,Haryana,North,1,2023-06-02
C108928,2024-03-27,Chennai,Referral,Tamil Nadu,South,1,2023-08-20
C108929,2025-01-28,Chennai,Influencer,Tamil Nadu,South,1,2023-05-15
C108930,2023-11-13,Bhubaneswar,Organic Search,Odisha,East,2,2023-09-12
C108931,2025-02-27,Hyderabad,Paid Social,Telangana,South,1,
C108932,2023-11-06,Bhubaneswar,Organic Search,Odisha,East,2,
C108933,2024-01-15,Patna,Offline-to-Online,Bihar,East,2,2023-07-10
C108934,2024-03-09,Dehradun,Paid Social,Uttarakhand,North,3,
C108935,2024-01-09,Agra,Offline-to-Online,Uttar Pradesh,North,3,2024-05-20
C108936,2024-05-03,Delhi,Paid Social,Delhi,North,1,2024-11-07
C108937,2024-12-22,Patna,Influencer,Bihar,East,2,2024-01-09
C108938,2023-07-05,Lucknow,Offline-to-Online,Uttar Pradesh,North,2,2023-05-28
C108939,2023-12-24,Chandigarh,Organic Search,Punjab,North,2,2024-10-23
C108940,2023-06-13,Mumbai,Organic Search,Maharashtra,West,1,2023-08-11
C108941,2024-12-08,Jodhpur,Referral,Rajasthan,North,3,2023-11-14
C108942,2023-08-29,Patna,Paid Social,Bihar,East,2,2024-01-17
C108943,2024-07-05,Gurgaon,Paid Social,Haryana,North,1,
C108944,2025-01-25,Jodhpur,Paid Social,Rajasthan,North,3,2023-04-10
C108945,2024-02-20,Jodhpur,Referral,Rajasthan,North,3,2023-05-27
C108946,2023-08-24,Bengaluru,Paid Social,Karnataka,South,1,2023-05-13
C108947,2024-01-12,Chennai,Offline-to-Online,Tamil Nadu,South,1,2024-05-09
C108948,2025-03-02,Mumbai,Offline-to-Online,Maharashtra,West,1,2023-08-03
C108949,2023-08-02,Jaipur,Paid Social,Rajasthan,North,2,2024-02-04
C108950,2025-01-23,Gurgaon,Paid Social,Haryana,North,1,2023-10-02
C108951,2023-08-29,Delhi,Paid Social,Delhi,North,1,
C108952,2023-10-12,Chandigarh,Organic Search,Punjab,North,2,2024-01-01
C108953,2024-12-06,Chandigarh,Paid Social,Punjab,North,2,2023-12-20
C108954,2024-09-23,Chandigarh,Influencer,Punjab,North,2,2023-07-21
C108955,2024-02-24,Chennai,Paid Social,Tamil Nadu,South,1,2023-09-30
C108956,2024-10-28,Nagpur,Organic Search,Maharashtra,West,2,2023-05-17
C108957,2023-09-27,Indore,Organic Search,Madhya Pradesh,Central,2,2024-04-01
C108958,2025-02-01,Dehradun,Offline-to-Online,Uttarakhand,North,3,2023-06-08
C108959,2024-08-16,Nagpur,Influencer,Maharashtra,West,2,2023-07-27
C108960,2025-03-05,Agra,Organic Search,Uttar Pradesh,North,3,2024-05-25
C108961,2024-08-28,Noida,Offline-to-Online,Uttar Pradesh,North,1,2024-03-04
C108962,2024-08-13,Noida,Offline-to-Online,Uttar Pradesh,North,1,2023-08-31
C108963,2025-01-20,Chandigarh,Offline-to-Online,Punjab,North,2,2023-04-15
C108964,2024-08-20,Lucknow,Offline-to-Online,Uttar Pradesh,North,2,2023-04-27
C108965,2023-07-23,Kochi,Organic Search,Kerala,South,2,
C108966,2024-09-06,Surat,Offline-to-Online,Gujarat,West,2,2024-07-02
C108967,2024-02-03,Bhubaneswar,Offline-to-Online,Odisha,East,2,2024-03-14
C108968,2024-09-22,Ranchi,Paid Social,Jharkhand,East,3,2024-12-25
C108969,2025-03-31,Noida,Referral,Uttar Pradesh,North,1,2024-02-10
C108970,2024-09-05,Bhubaneswar,Offline-to-Online,Odisha,East,2,2023-04-02
C108971,2025-01-08,Vadodara,Organic Search,Gujarat,West,3,
C108972,2024-03-20,Pune,Organic Search,Maharashtra,West,1,2023-06-18
C108973,2023-04-18,Vadodara,Organic Search,Gujarat,West,3,2023-08-23
C108974,2023-06-05,Agra,Influencer,Uttar Pradesh,North,3,2024-08-24
C108975,2023-04-28,Ranchi,Paid Social,Jharkhand,East,3,2023-04-09
C108976,2023-12-01,Hyderabad,Influencer,Telangana,South,1,
C108977,2024-01-15,Delhi,Paid Social,Delhi,North,1,2023-04-21
C108978,2024-02-24,Coimbatore,Offline-to-Online,Tamil Nadu,South,2,2023-10-29
C108979,2024-10-01,Chennai,Organic Search,Tamil Nadu,South,1,2023-09-05
C108980,2024-11-23,Madurai,Organic Search,Tamil Nadu,South,3,2025-03-23
C108981,2024-12-04,Nashik,Influencer,Maharashtra,West,3,2023-12-11
C108982,2024-11-25,Raipur,Referral,Chhattisgarh,Central,3,2023-07-16
C108983,2025-01-19,Kochi,Organic Search,Kerala,South,2,2023-12-07
C108984,2024-11-08,Nashik,Paid Social,Maharashtra,West,3,2023-04-20
C108985,2024-06-02,Ahmedabad,Paid Social,Gujarat,West,1,2024-09-13
C108986,2024-05-02,Vijayawada,Organic Search,Andhra Pradesh,South,3,2024-09-30
C108987,2023-07-17,Mumbai,Offline-to-Online,Maharashtra,West,1,2023-06-17
C108988,2023-04-20,Guwahati,Influencer,Assam,East,3,2024-01-30
C108989,2025-01-20,Agra,Offline-to-Online,Uttar Pradesh,North,3,2024-04-12
C108990,2023-09-27,Nashik,Influencer,Maharashtra,West,3,2023-05-02
C108991,2025-01-23,Bengaluru,Referral,Karnataka,South,1,
C108992,2024-04-22,Ahmedabad,Paid Social,Gujarat,West,1,2023-04-30
C108993,2023-06-21,Indore,Paid Social,Madhya Pradesh,Central,2,2024-04-22
C108994,2025-01-05,Madurai,Offline-to-Online,Tamil Nadu,South,3,2023-08-08
C108995,2024-11-04,Ranchi,Organic Search,Jharkhand,East,3,2023-07-15
C108996,2025-03-30,Hyderabad,Referral,Telangana,South,1,2023-08-26
C108997,2024-07-26,Jodhpur,Paid Social,Rajasthan,North,3,2024-10-25
C108998,2025-02-25,Chandigarh,Paid Social,Punjab,North,2,2023-11-05
C108999,2024-07-03,Patna,Offline-to-Online,Bihar,East,2,2023-09-03
C109000,2024-01-08,Bhopal,Offline-to-Online,Madhya Pradesh,Central,2,2023-04-04
C109001,2024-04-23,Nagpur,Referral,Maharashtra,West,2,2023-04-24
C109002,2024-10-05,Noida,Influencer,Uttar Pradesh,North,1,2023-11-02
C109003,2025-02-05,Kolkata,Organic Search,West Bengal,East,1,2023-04-10
C109004,2024-12-29,Vijayawada,Organic Search,Andhra Pradesh,South,3,2023-09-21
C109005,2025-02-26,Chennai,Paid Social,Tamil Nadu,South,1,2023-04-26
C109006,2024-07-23,Guwahati,Organic Search,Assam,East,3,2023-06-16
C109007,2024-06-03,Jaipur,Organic Search,Rajasthan,North,2,2023-08-03
C109008,2024-07-15,Vadodara,Offline-to-Online,Gujarat,West,3,2025-03-03
C109009,2025-02-27,Kochi,Organic Search,Kerala,South,2,2024-07-27
C109010,2024-03-29,Ahmedabad,Organic Search,Gujarat,West,1,
C109011,2023-06-22,Gurgaon,Offline-to-Online,Haryana,North,1,2024-02-19
C109012,2024-04-17,Jodhpur,Organic Search,Rajasthan,North,3,2023-11-11
C109013,2024-09-29,Pune,Paid Social,Maharashtra,West,1,2023-09-04
C109014,2025-01-07,Nagpur,Referral,Maharashtra,West,2,2023-08-13
C109015,2025-03-04,Kochi,Organic Search,Kerala,South,2,2024-01-04
C109016,2024-10-20,Vijayawada,Influencer,Andhra Pradesh,South,3,2023-05-25
C109017,2024-12-28,Kolkata,Organic Search,West Bengal,East,1,2023-06-12
C109018,2024-12-27,Dehradun,Influencer,Uttarakhand,North,3,2024-06-24
C109019,2024-12-25,Surat,Paid Social,Gujarat,West,2,2023-04-23
C109020,2024-08-30,Kochi,Influencer,Kerala,South,2,2023-04-22
C109021,2025-03-05,Bhopal,Referral,Madhya Pradesh,Central,2,2024-01-18
C109022,2025-02-06,Raipur,Organic Search,Chhattisgarh,Central,3,2023-08-03
C109023,2023-04-12,Nashik,Referral,Maharashtra,West,3,2023-09-11
C109024,2023-08-30,Kochi,Paid Social,Kerala,South,2,2023-04-04
C109025,2025-03-28,Madurai,Organic Search,Tamil Nadu,South,3,2023-06-03
C109026,2024-10-08,Gurgaon,Organic Search,Haryana,North,1,2024-06-14
C109027,2023-09-19,Pune,Organic Search,Maharashtra,West,1,2023-08-04
C109028,2025-02-16,Ranchi,Paid Social,Jharkhand,East,3,2023-06-08
C109029,2023-07-26,Vadodara,Paid Social,Gujarat,West,3,2023-06-18
C109030,2024-07-23,Coimbatore,Organic Search,Tamil Nadu,South,2,2023-09-04
C109031,2024-04-14,Jaipur,Organic Search,Rajasthan,North,2,2024-04-15
C109032,2024-01-29,Madurai,Referral,Tamil Nadu,South,3,
C109033,2023-12-20,Chandigarh,Referral,Punjab,North,2,2023-06-06
C109034,2023-07-23,Hyderabad,Influencer,Telangana,South,1,2023-06-12
C109035,2024-04-06,Surat,Referral,Gujarat,West,2,2023-11-01
C109036,2023-08-07,Gurgaon,Organic Search,Haryana,North,1,2023-07-24
C109037,2024-09-14,Pune,Organic Search,Maharashtra,West,1,
C109038,2024-02-24,Kochi,Organic Search,Kerala,South,2,2024-03-04
C109039,2024-12-03,Pune,Influencer,Maharashtra,West,1,2024-02-06
C109040,2025-03-01,Pune,Referral,Maharashtra,West,1,2023-04-08
C109041,2025-02-04,Kolkata,Organic Search,West Bengal,East,1,2023-05-12
C109042,2024-11-18,Indore,Paid Social,Madhya Pradesh,Central,2,2023-04-25
C109043,2024-12-10,Nagpur,Referral,Maharashtra,West,2,2024-10-03
C109044,2023-07-29,Madurai,Influencer,Tamil Nadu,South,3,2023-10-01
C109045,2025-03-18,Ahmedabad,Paid Social,Gujarat,West,1,2023-12-16
C109046,2024-08-16,Vadodara,Influencer,Gujarat,West,3,2023-12-14
C109047,2024-07-26,Vijayawada,Organic Search,Andhra Pradesh,South,3,2023-04-10
C109048,2024-10-13,Patna,Organic Search,Bihar,East,2,2023-07-01
C109049,2023-11-04,Dehradun,Paid Social,Uttarakhand,North,3,2024-03-14
C109050,2024-06-09,Dehradun,Referral,Uttarakhand,North,3,2023-11-28
C109051,2023-08-31,Agra,Offline-to-Online,Uttar Pradesh,North,3,2023-09-01
C109052,2025-02-20,Ahmedabad,Organic Search,Gujarat,West,1,2023-09-04
C109053,2024-06-29,Indore,Referral,Madhya Pradesh,Central,2,2023-06-03
C109054,2023-09-11,Chennai,Organic Search,Tamil Nadu,South,1,2023-04-23
C109055,2025-03-17,Agra,Organic Search,Uttar Pradesh,North,3,2023-09-27
C109056,2024-08-19,Ranchi,Referral,Jharkhand,East,3,2023-04-23
C109057,2024-11-27,Indore,Influencer,Madhya Pradesh,Central,2,2023-07-04
C109058,2024-12-23,Jaipur,Organic Search,Rajasthan,North,2,2023-07-16
C109059,2024-10-25,Pune,Influencer,Maharashtra,West,1,2024-12-04
C109060,2024-05-23,Chennai,Organic Search,Tamil Nadu,South,1,2024-05-10
C109061,2024-01-23,Pune,Organic Search,Maharashtra,West,1,2023-08-10
C109062,2023-06-11,Bengaluru,Paid Social,Karnataka,South,1,2023-09-16
C109063,2024-09-14,Gurgaon,Organic Search,Haryana,North,1,2023-06-06
C109064,2023-08-18,Bhubaneswar,Offline-to-Online,Odisha,East,2,2024-01-01
C109065,2024-03-31,Lucknow,Offline-to-Online,Uttar Pradesh,North,2,
C109066,2025-02-05,Ahmedabad,Influencer,Gujarat,West,1,2023-06-13
C109067,2025-02-12,Chennai,Referral,Tamil Nadu,South,1,2023-06-16
C109068,2025-01-01,Vijayawada,Organic Search,Andhra Pradesh,South,3,2023-05-13
C109069,2023-11-09,Guwahati,Influencer,Assam,East,3,
C109070,2025-03-03,Surat,Influencer,Gujarat,West,2,2023-05-09
C109071,2023-09-19,Surat,Organic Search,Gujarat,West,2,2023-05-20
C109072,2025-02-20,Coimbatore,Referral,Tamil Nadu,South,2,2024-05-15
C109073,2024-11-23,Nagpur,Paid Social,Maharashtra,West,2,2023-07-11
C109074,2025-03-17,Kochi,Paid Social,Kerala,South,2,2023-04-16
C109075,2025-03-24,Bengaluru,Paid Social,Karnataka,South,1,2023-06-09
C109076,2024-07-15,Guwahati,Paid Social,Assam,East,3,2024-05-14
C109077,2024-02-17,Mumbai,Referral,Maharashtra,West,1,2023-08-04
C109078,2025-02-20,Nagpur,Organic Search,Maharashtra,West,2,
C109079,2024-02-18,Pune,Organic Search,Maharashtra,West,1,2023-07-28
C109080,2024-03-04,Madurai,Offline-to-Online,Tamil Nadu,South,3,2024-09-22
C109081,2024-08-11,Surat,Organic Search,Gujarat,West,2,2024-06-08
C109082,2023-09-20,Chandigarh,Paid Social,Punjab,North,2,2024-08-20
C109083,2024-05-31,Bhubaneswar,Organic Search,Odisha,East,2,2023-09-11
C109084,2023-09-16,Ahmedabad,Referral,Gujarat,West,1,
C109085,2024-05-29,Gurgaon,Referral,Haryana,North,1,2023-05-18
C109086,2025-02-14,Ahmedabad,Influencer,Gujarat,West,1,2024-08-20
C109087,2025-02-21,Kolkata,Influencer,West Bengal,East,1,2023-05-22
C109088,2025-03-11,Dehradun,Influencer,Uttarakhand,North,3,2024-01-28
C109089,2024-11-10,Chennai,Referral,Tamil Nadu,South,1,2023-04-21
C109090,2024-11-22,Coimbatore,Paid Social,Tamil Nadu,South,2,2024-05-04
C109091,2024-05-11,Noida,Influencer,Uttar Pradesh,North,1,2023-04-25
C109092,2025-02-08,Nagpur,Organic Search,Maharashtra,West,2,2025-03-27
C109093,2023-09-13,Bhubaneswar,Offline-to-Online,Odisha,East,2,2024-06-29
C109094,2023-10-15,Chennai,Influencer,Tamil Nadu,South,1,2024-01-24
C109095,2023-08-27,Agra,Referral,Uttar Pradesh,North,3,2023-09-21
C109096,2024-04-28,Jodhpur,Influencer,Rajasthan,North,3,2023-09-11
C109097,2023-06-21,Mumbai,Organic Search,Maharashtra,West,1,
C109098,2024-10-29,Mumbai,Paid Social,Maharashtra,West,1,2023-08-15
C109099,2023-10-30,Hyderabad,Organic Search,Telangana,South,1,2023-08-09
C109100,2024-10-21,Ahmedabad,Paid Social,Gujarat,West,1,2023-08-10
C109101,2024-08-08,Bhopal,Referral,Madhya Pradesh,Central,2,2023-05-29
C109102,2024-10-23,Coimbatore,Influencer,Tamil Nadu,South,2,2023-07-10
C109103,2024-10-29,Agra,Offline-to-Online,Uttar Pradesh,North,3,2023-06-27
C109104,2024-12-13,Nashik,Paid Social,Maharashtra,West,3,2023-05-08
C109105,2024-06-15,Dehradun,Paid Social,Uttarakhand,North,3,2023-11-29
C109106,2024-08-12,Jodhpur,Influencer,Rajasthan,North,3,2024-03-28
C109107,2023-12-29,Nashik,Influencer,Maharashtra,West,3,2025-01-19
C109108,2024-06-30,Jodhpur,Influencer,Rajasthan,North,3,2024-01-21
C109109,2023-07-26,Pune,Paid Social,Maharashtra,West,1,2023-05-29
C109110,2025-03-10,Dehradun,Offline-to-Online,Uttarakhand,North,3,2023-09-22
C109111,2025-02-25,Bengaluru,Paid Social,Karnataka,South,1,2023-05-30
C109112,2023-07-08,Chennai,Influencer,Tamil Nadu,South,1,2023-05-28
C109113,2023-04-17,Noida,Organic Search,Uttar Pradesh,North,1,2025-02-05
C109114,2024-04-19,Noida,Offline-to-Online,Uttar Pradesh,North,1,2023-06-13
C109115,2024-07-16,Surat,Referral,Gujarat,West,2,2024-11-24
C109116,2024-06-15,Jodhpur,Paid Social,Rajasthan,North,3,
C109117,2024-03-08,Mumbai,Organic Search,Maharashtra,West,1,2023-07-21
C109118,2024-09-13,Madurai,Organic Search,Tamil Nadu,South,3,2023-06-03
C109119,2024-04-23,Agra,Organic Search,Uttar Pradesh,North,3,2024-10-01
C109120,2024-04-27,Ranchi,Influencer,Jharkhand,East,3,2023-05-26
C109121,2023-05-17,Dehradun,Organic Search,Uttarakhand,North,3,2023-04-23
C109122,2024-08-26,Kolkata,Influencer,West Bengal,East,1,2023-12-05
C109123,2023-07-19,Coimbatore,Organic Search,Tamil Nadu,South,2,2024-08-04
C109124,2025-01-20,Nagpur,Influencer,Maharashtra,West,2,2024-11-11
C109125,2024-06-14,Raipur,Influencer,Chhattisgarh,Central,3,2023-05-27
C109126,2024-03-20,Hyderabad,Influencer,Telangana,South,1,2023-04-19
C109127,2024-10-05,Nashik,Organic Search,Maharashtra,West,3,2024-08-13
C109128,2025-02-03,Dehradun,Paid Social,Uttarakhand,North,3,2024-09-22
C109129,2023-10-17,Nashik,Referral,Maharashtra,West,3,2023-05-12
C109130,2024-04-23,Delhi,Influencer,Delhi,North,1,2024-09-02
C109131,2025-03-19,Chandigarh,Organic Search,Punjab,North,2,2023-10-03
C109132,2025-01-23,Kolkata,Influencer,West Bengal,East,1,2023-04-23
C109133,2024-04-16,Surat,Influencer,Gujarat,West,2,2023-06-15
C109134,2024-03-26,Gurgaon,Organic Search,Haryana,North,1,
C109135,2024-12-29,Agra,Organic Search,Uttar Pradesh,North,3,2023-09-04
C109136,2023-07-20,Gurgaon,Referral,Haryana,North,1,2023-04-03
C109137,2023-08-28,Ahmedabad,Influencer,Gujarat,West,1,2023-12-01
C109138,2024-08-13,Gurgaon,Organic Search,Haryana,North,1,2024-01-09
C109139,2024-08-11,Agra,Offline-to-Online,Uttar Pradesh,North,3,2023-10-24
C109140,2024-08-12,Lucknow,Influencer,Uttar Pradesh,North,2,2023-11-17
C109141,2024-12-02,Hyderabad,Paid Social,Telangana,South,1,2023-04-21
C109142,2025-02-01,Nashik,Paid Social,Maharashtra,West,3,2024-01-08
C109143,2024-04-22,Ranchi,Paid Social,Jharkhand,East,3,2023-10-20
C109144,2024-02-28,Indore,Paid Social,Madhya Pradesh,Central,2,2023-04-12
C109145,2025-01-16,Jodhpur,Paid Social,Rajasthan,North,3,
C109146,2023-12-24,Gurgaon,Offline-to-Online,Haryana,North,1,2023-06-08
C109147,2025-01-29,Hyderabad,Paid Social,Telangana,South,1,2023-12-13
C109148,2024-10-31,Noida,Referral,Uttar Pradesh,North,1,2023-04-14
C109149,2025-01-14,Gurgaon,Offline-to-Online,Haryana,North,1,2024-01-20
C109150,2024-09-21,Patna,Paid Social,Bihar,East,2,2024-03-31
C109151,2023-08-14,Chennai,Organic Search,Tamil Nadu,South,1,2023-06-24
C109152,2024-11-05,Nagpur,Organic Search,Maharashtra,West,2,2023-04-28
C109153,2024-06-27,Noida,Referral,Uttar Pradesh,North,1,2023-04-30
C109154,2023-10-31,Lucknow,Offline-to-Online,Uttar Pradesh,North,2,
C109155,2023-08-10,Gurgaon,Organic Search,Haryana,North,1,2024-01-21
C109156,2024-01-09,Pune,Influencer,Maharashtra,West,1,2023-04-15
C109157,2023-09-04,Madurai,Offline-to-Online,Tamil Nadu,South,3,2024-06-26
C109158,2023-09-14,Guwahati,Influencer,Assam,East,3,2023-11-13
C109159,2025-01-13,Kochi,Paid Social,Kerala,South,2,2024-12-23
C109160,2025-03-08,Pune,Paid Social,Maharashtra,West,1,
C109161,2025-03-29,Bengaluru,Influencer,Karnataka,South,1,2024-09-12
C109162,2024-08-06,Surat,Influencer,Gujarat,West,2,2023-08-17
C109163,2024-08-10,Kochi,Paid Social,Kerala,South,2,2023-11-18
C109164,2023-06-21,Bhopal,Influencer,Madhya Pradesh,Central,2,2023-05-21
C109165,2023-08-27,Surat,Paid Social,Gujarat,West,2,2023-12-31
C109166,2024-12-05,Bengaluru,Referral,Karnataka,South,1,2023-09-24
C109167,2024-08-13,Mumbai,Organic Search,Maharashtra,West,1,2023-08-14
C109168,2024-08-10,Agra,Influencer,Uttar Pradesh,North,3,2023-09-06
C109169,2024-11-26,Surat,Paid Social,Gujarat,West,2,2023-04-29
C109170,2024-12-28,Delhi,Paid Social,Delhi,North,1,2024-03-25
C109171,2024-11-02,Indore,Organic Search,Madhya Pradesh,Central,2,2023-06-19
C109172,2023-04-17,Bhubaneswar,Paid Social,Odisha,East,2,2023-04-09
C109173,2024-07-27,Dehradun,Referral,Uttarakhand,North,3,2023-04-13
C109174,2025-01-08,Dehradun,Influencer,Uttarakhand,North,3,2023-04-11
C109175,2024-12-31,Hyderabad,Influencer,Telangana,South,1,
C109176,2025-03-07,Surat,Organic Search,Gujarat,West,2,2024-04-28
C109177,2024-07-11,Jaipur,Organic Search,Rajasthan,North,2,
C109178,2024-07-13,Guwahati,Influencer,Assam,East,3,2023-04-09
C109179,2023-05-07,Dehradun,Influencer,Uttarakhand,North,3,2023-06-04
C109180,2024-07-07,Kochi,Referral,Kerala,South,2,2024-04-18
C109181,2024-08-08,Madurai,Organic Search,Tamil Nadu,South,3,2023-05-23
C109182,2025-02-19,Guwahati,Organic Search,Assam,East,3,2023-08-02
C109183,2025-02-03,Surat,Organic Search,Gujarat,West,2,2023-04-22
